genes	SRR1278968_counts.txt SRR1278969_counts.txt SRR1278970_counts.txt SRR1278971_counts.txt SRR1278972_counts.txt SRR1278973_counts.txt
CPAR2_202640 0 0 0 0 1 0
CPAR2_202650 163 157 168 38 68 60
CPAR2_202660 3 1 3 0 1 0
CPAR2_202670 0 1 0 0 0 1
CPAR2_202680 0 0 0 2 0 2
CPAR2_202690 4 2 4 9 12 3
CPAR2_202700 0 0 0 0 1 3
CPAR2_202710 3 3 0 3 10 4
CPAR2_202720 2 3 5 7 2 4
CPAR2_202730 0 1 0 0 1 0
CPAR2_202740 0 0 0 0 0 0
CPAR2_202750 0 1 0 0 1 1
CPAR2_202760 0 0 0 0 0 0
CPAR2_202770 0 2 3 7 2 7
CPAR2_202780 1 2 0 5 5 4
CPAR2_202790 0 0 0 0 0 0
CPAR2_202800 0 2 5 2 5 3
CPAR2_202810 0 3 0 16 16 7
CPAR2_202820 0 0 1 0 0 1
CPAR2_202830 0 0 0 0 0 0
CPAR2_202840 1 2 1 4 5 3
CPAR2_202850 0 1 0 1 0 2
CPAR2_202860 0 0 0 1 2 2
CPAR2_202870 0 1 1 0 0 0
CPAR2_202880 0 0 0 0 0 0
CPAR2_202890 0 0 0 0 0 0
CPAR2_202900 0 0 0 0 0 0
CPAR2_202910 0 0 1 6 4 3
CPAR2_202920 30 27 30 4 5 6
CPAR2_202930 0 0 0 2 3 1
CPAR2_202940 0 0 0 16 11 7
CPAR2_202950 0 0 0 3 12 7
CPAR2_202960 0 0 0 0 0 0
CPAR2_202970 1 1 1 2 7 4
CPAR2_202980 9 11 13 35 43 37
CPAR2_202990 0 0 0 0 0 0
CPAR2_203000 0 0 0 0 0 0
CPAR2_203010 0 0 0 0 1 1
CPAR2_203020 1 1 0 0 0 2
CPAR2_203030 0 0 0 3 2 0
CPAR2_203040 1 1 0 1 2 1
CPAR2_203050 0 0 0 0 4 1
CPAR2_203060 39 40 28 91 117 101
CPAR2_203070 0 0 0 0 0 0
CPAR2_203080 24 19 18 8 11 8
CPAR2_203090 0 0 0 1 0 0
CPAR2_203100 0 0 0 19 14 14
CPAR2_203110 0 0 0 0 0 1
CPAR2_203120 0 0 0 0 0 0
CPAR2_203130 1 1 2 0 0 1
CPAR2_203140 3 1 0 0 2 2
CPAR2_203150 6 7 14 477 511 192
CPAR2_203160 0 0 0 1 0 0
CPAR2_203170 0 0 1 3 12 2
CPAR2_203180 0 3 2 21 23 17
CPAR2_203190 0 1 1 2 1 1
CPAR2_203200 3 0 2 2 1 1
CPAR2_203210 0 0 0 0 0 0
CPAR2_203220 0 0 0 0 0 0
CPAR2_203230 1 1 1 0 0 0
CPAR2_203240 1 1 0 1 1 1
CPAR2_203250 12 11 20 83 93 43
CPAR2_203260 0 0 0 0 0 0
CPAR2_203270 267 252 301 345 191 136
CPAR2_203280 0 0 0 2 3 0
CPAR2_203290 1 0 0 6 7 3
CPAR2_203300 0 0 0 2 0 0
CPAR2_203310 1 2 1 6 7 4
CPAR2_203320 0 1 0 0 0 1
CPAR2_203330 0 0 0 0 0 1
CPAR2_203340 9 4 7 1 0 0
CPAR2_203350 0 1 0 0 0 1
CPAR2_203360 0 0 0 0 0 0
CPAR2_203370 0 0 0 0 1 0
CPAR2_203380 1 2 2 13 20 11
CPAR2_203390 0 0 0 0 3 0
CPAR2_203400 0 0 0 3 3 0
CPAR2_203410 0 0 0 0 0 0
CPAR2_203420 2 3 2 10 16 12
CPAR2_203430 7 6 3 4 8 8
CPAR2_203440 0 0 0 0 0 0
CPAR2_203450 0 0 0 0 3 3
CPAR2_203460 1 1 5 2 3 4
CPAR2_203470 1 0 1 5 2 4
CPAR2_203480 2 5 2 19 10 5
CPAR2_203490 0 0 0 1 0 0
CPAR2_203500 5 4 2 16 14 7
CPAR2_203510 0 0 0 66 26 4
CPAR2_203520 0 0 0 0 0 0
CPAR2_203530 0 0 0 4 3 1
CPAR2_203540 1 0 0 4 2 3
CPAR2_203550 0 0 0 1 0 1
CPAR2_203560 2 0 2 1 0 0
CPAR2_203570 0 1 0 3 2 0
CPAR2_203580 0 0 0 1 1 1
CPAR2_203590 1 0 1 2 3 4
CPAR2_203600 0 0 0 0 0 0
CPAR2_203610 0 0 0 0 1 0
CPAR2_203620 0 0 0 2 0 0
CPAR2_203630 0 0 0 0 0 0
CPAR2_203640 0 0 1 0 0 0
CPAR2_203650 0 0 0 0 0 1
CPAR2_203660 0 0 0 2 2 1
CPAR2_203670 0 0 1 0 0 0
CPAR2_203680 1 2 1 1 0 0
CPAR2_203690 0 0 0 0 1 0
CPAR2_203700 0 0 0 0 0 0
CPAR2_203710 0 0 0 0 0 2
CPAR2_203720 10 0 1 33 36 31
CPAR2_203730 3 6 5 0 0 1
CPAR2_203740 1 2 1 1 1 3
CPAR2_203750 0 1 0 3 0 1
CPAR2_203760 0 0 0 0 0 0
CPAR2_203770 0 3 0 4 4 2
CPAR2_203780 2 0 4 4 9 5
CPAR2_203790 0 0 0 1 1 0
CPAR2_203800 0 0 0 0 0 0
CPAR2_203810 223 213 293 626 656 528
CPAR2_203820 1 0 1 0 0 1
CPAR2_203830 0 0 1 1 5 0
CPAR2_203840 0 0 0 0 0 0
CPAR2_203850 124 119 119 195 205 215
CPAR2_203860 0 0 0 0 0 0
CPAR2_203870 0 0 1 0 0 1
CPAR2_203880 5 3 4 14 29 16
CPAR2_203890 96 88 103 173 234 151
CPAR2_203900 0 0 0 2 0 0
CPAR2_203910 0 0 0 2 0 2
CPAR2_203920 0 0 0 0 0 1
CPAR2_203930 0 0 0 2 0 0
CPAR2_203940 1 0 0 8 13 8
CPAR2_203950 0 0 0 0 2 0
CPAR2_203960 1 0 0 0 0 0
CPAR2_203970 0 1 0 1 4 0
CPAR2_203980 0 0 0 0 0 0
CPAR2_203990 0 0 0 1 1 0
CPAR2_204000 0 1 0 1 6 6
CPAR2_204010 1 0 1 1 2 0
CPAR2_204020 1 1 0 2 4 1
CPAR2_204030 0 0 0 1 3 1
CPAR2_204040 0 0 0 0 2 0
CPAR2_204050 3 1 0 5 15 7
CPAR2_204060 1 1 1 0 1 1
CPAR2_204070 3 2 1 2 0 2
CPAR2_204080 0 0 0 7 5 6
CPAR2_204090 0 0 0 0 0 0
CPAR2_204100 1 5 9 771 730 402
CPAR2_204110 2 0 0 0 0 0
CPAR2_204120 0 0 0 0 0 0
CPAR2_204130 0 0 0 0 0 0
CPAR2_204140 0 0 0 0 0 1
CPAR2_204150 0 0 0 0 0 0
CPAR2_204160 0 0 0 4 0 2
CPAR2_204170 0 0 0 2 1 0
CPAR2_204180 0 0 0 0 0 0
CPAR2_204190 1 0 1 5 2 2
CPAR2_204200 0 0 1 0 0 0
CPAR2_204210 0 0 0 0 0 0
CPAR2_204220 0 1 0 1 0 0
CPAR2_204230 6 4 6 8 6 5
CPAR2_204240 0 0 0 2 4 0
CPAR2_204250 0 0 1 1 0 1
CPAR2_204260 8 9 5 7 21 4
CPAR2_204270 1 0 1 3 3 0
CPAR2_204280 0 0 0 0 0 0
CPAR2_204290 4 2 2 1 0 0
CPAR2_204300 0 0 0 1 2 1
CPAR2_204310 0 0 0 0 3 2
CPAR2_204320 1 0 0 0 1 0
CPAR2_204330 0 0 1 2 0 0
CPAR2_204340 1 0 0 0 1 0
CPAR2_204350 69 53 56 24 27 22
CPAR2_204360 1 2 1 0 0 1
CPAR2_204370 7 10 7 18 23 9
CPAR2_204380 0 0 0 1 4 3
CPAR2_204390 4 5 7 5 5 9
CPAR2_204400 0 0 0 1 0 0
CPAR2_204410 0 0 0 0 0 0
CPAR2_204420 0 0 0 0 1 1
CPAR2_204430 0 0 0 0 0 0
CPAR2_204440 0 0 0 5 9 1
CPAR2_204450 0 0 0 3 0 2
CPAR2_204460 0 0 0 1 1 0
CPAR2_204470 0 0 0 0 0 0
CPAR2_204480 5 3 2 2 3 3
CPAR2_204490 0 0 0 3 0 1
CPAR2_204500 0 0 0 1 0 0
CPAR2_204510 0 0 0 0 0 0
CPAR2_204520 5 0 2 5 5 5
CPAR2_204530 1 0 0 0 0 0
CPAR2_204540 0 0 0 0 0 1
CPAR2_204550 0 1 1 7 2 0
CPAR2_204560 4 4 4 15 21 13
CPAR2_204570 0 1 0 3 0 0
CPAR2_204580 0 0 0 0 1 0
CPAR2_204590 0 0 0 2 1 0
CPAR2_204600 0 1 0 1 2 3
CPAR2_204610 4 0 1 0 1 0
CPAR2_204620 0 0 0 0 2 0
CPAR2_204630 0 0 0 0 2 0
CPAR2_204640 5 3 3 28 20 14
CPAR2_204650 0 0 0 0 0 0
CPAR2_204660 58 74 62 187 156 71
CPAR2_204670 0 0 0 2 2 2
CPAR2_204680 0 0 0 1 0 1
CPAR2_204690 0 0 0 0 2 1
CPAR2_204700 13 14 13 24 45 40
CPAR2_204710 1 0 0 3 6 5
CPAR2_204720 0 0 0 0 0 0
CPAR2_204730 0 0 0 1 1 0
CPAR2_204740 0 0 2 1 2 0
CPAR2_204750 0 0 2 0 0 0
CPAR2_204760 4 3 3 3 5 3
CPAR2_204770 0 0 0 0 0 1
CPAR2_204780 0 0 0 2 0 0
CPAR2_204790 0 0 0 0 0 0
CPAR2_204800 5 2 3 12 10 14
CPAR2_204810 0 0 0 1 0 0
CPAR2_204820 0 1 0 3 3 1
CPAR2_204830 1 2 0 2 4 4
CPAR2_204840 2 2 3 8 17 10
CPAR2_204850 0 0 0 0 0 0
CPAR2_204860 0 1 2 1 0 0
CPAR2_204870 0 0 0 1 1 0
CPAR2_204880 0 0 0 0 1 1
CPAR2_204890 0 0 0 0 2 0
CPAR2_204900 11 12 7 10 24 16
CPAR2_204910 1 0 1 1 4 0
CPAR2_204920 0 0 1 0 0 0
CPAR2_204930 0 0 0 0 0 0
CPAR2_204940 1 0 1 1 2 2
CPAR2_204950 6 5 6 57 56 15
CPAR2_204960 0 0 0 5 2 0
CPAR2_204970 0 1 3 9 4 3
CPAR2_204980 0 0 0 5 1 1
CPAR2_204990 2 0 1 4 1 1
CPAR2_205000 7 6 5 0 3 0
CPAR2_205010 2 2 2 4 5 6
CPAR2_205020 0 0 2 8 9 7
CPAR2_205030 0 0 0 1 1 0
CPAR2_205040 0 1 0 0 1 0
CPAR2_205050 0 0 0 5 3 2
CPAR2_205060 0 2 1 0 2 2
CPAR2_205070 1 0 0 2 1 1
CPAR2_205080 2 1 0 0 1 0
CPAR2_205090 1 0 0 21 27 25
CPAR2_205100 0 0 0 0 0 0
CPAR2_205110 2 1 0 0 4 3
CPAR2_205120 0 1 1 6 14 4
CPAR2_205130 0 0 0 0 0 1
CPAR2_205140 0 0 4 1 1 3
CPAR2_205150 0 0 1 0 0 0
CPAR2_205160 0 0 1 0 1 0
CPAR2_205170 0 0 1 0 1 0
CPAR2_205180 0 0 0 3 2 2
CPAR2_205190 0 0 0 1 0 0
CPAR2_205200 2 1 1 0 0 0
CPAR2_205210 1 0 0 2 5 4
CPAR2_205220 0 0 0 4 1 0
CPAR2_205230 0 0 0 0 1 2
CPAR2_205240 1 3 2 1 0 2
CPAR2_205250 0 0 0 0 1 1
CPAR2_205260 0 0 0 0 5 1
CPAR2_205270 0 0 0 0 0 0
CPAR2_205280 1 2 3 5 5 3
CPAR2_205290 0 1 1 2 1 2
CPAR2_205300 9 17 16 12 17 28
CPAR2_205310 1 2 0 0 1 0
CPAR2_205320 15 17 3 14 14 13
CPAR2_205330 0 0 1 0 0 1
CPAR2_205340 0 1 1 0 0 0
CPAR2_205350 0 0 0 2 2 0
CPAR2_205360 0 1 0 4 4 2
CPAR2_205370 3 0 2 1 8 3
CPAR2_205380 0 1 1 5 10 5
CPAR2_205390 1 0 3 0 4 1
CPAR2_205400 0 0 0 7 8 4
CPAR2_205410 73 70 63 757 899 534
CPAR2_205420 0 2 0 3 1 0
CPAR2_205430 0 0 0 3 5 2
CPAR2_205440 0 0 0 0 0 1
CPAR2_205450 5 2 4 71 99 47
CPAR2_205460 0 0 0 0 0 0
CPAR2_205470 1 0 0 0 4 1
CPAR2_205480 0 0 0 0 0 0
CPAR2_205490 0 0 0 0 0 1
CPAR2_205500 0 0 0 1 0 0
CPAR2_205510 1 2 1 0 4 1
CPAR2_205520 0 2 0 0 0 1
CPAR2_205530 0 0 0 0 0 0
CPAR2_205540 0 0 0 0 0 0
CPAR2_205550 0 3 1 34 51 27
CPAR2_205560 0 0 1 6 1 1
CPAR2_205570 0 1 1 0 2 0
CPAR2_205580 0 0 0 19 24 15
CPAR2_205590 0 0 0 1 2 0
CPAR2_205600 2 3 1 4 2 3
CPAR2_205610 0 0 0 0 0 1
CPAR2_205620 0 0 0 0 0 0
CPAR2_205630 0 0 0 0 0 0
CPAR2_205640 0 3 1 21 14 12
CPAR2_205650 0 0 0 2 1 0
CPAR2_205660 1 1 0 1 0 0
CPAR2_205670 0 0 0 1 5 2
CPAR2_205680 0 0 0 0 0 0
CPAR2_205690 0 0 0 0 0 0
CPAR2_205700 0 1 0 0 2 1
CPAR2_205710 0 0 0 0 0 0
CPAR2_205720 2 0 1 1 6 0
CPAR2_205730 0 0 0 0 1 0
CPAR2_205740 1 0 1 3 1 0
CPAR2_205750 1 0 0 1 0 3
CPAR2_205760 0 1 0 0 0 1
CPAR2_205770 0 0 0 4 6 4
CPAR2_205780 0 1 1 7 14 6
CPAR2_205790 0 0 1 5 0 6
CPAR2_205800 0 0 0 0 1 1
CPAR2_205810 0 0 0 0 1 0
CPAR2_205820 0 0 0 0 0 0
CPAR2_205830 0 1 1 35 63 42
CPAR2_205840 0 4 1 0 1 0
CPAR2_205850 1 0 0 0 1 0
CPAR2_205860 0 0 0 0 0 0
CPAR2_205870 0 0 0 0 1 0
CPAR2_205875 25 16 12 3 2 2
CPAR2_205880 0 0 0 0 0 0
CPAR2_205890 0 1 0 0 0 2
CPAR2_205900 6 7 3 2 1 2
CPAR2_205910 0 0 0 4 2 1
CPAR2_205920 0 1 1 4 8 0
CPAR2_205930 0 0 1 0 3 0
CPAR2_205940 0 1 0 2 1 0
CPAR2_205950 0 0 0 0 0 1
CPAR2_205960 0 0 0 5 12 8
CPAR2_205970 0 0 0 1 0 2
CPAR2_205980 0 0 1 0 1 4
CPAR2_205990 0 2 0 5 1 1
CPAR2_206000 0 0 0 1 0 0
CPAR2_206010 0 0 0 0 0 0
CPAR2_206020 0 0 0 0 0 0
CPAR2_206030 8 25 16 36 38 18
CPAR2_206040 1 0 1 1 1 0
CPAR2_206050 0 1 0 0 2 1
CPAR2_206060 0 1 0 0 0 0
CPAR2_206070 0 0 0 1 1 0
CPAR2_206080 3 1 3 3 3 2
CPAR2_206090 0 1 2 0 1 3
CPAR2_206100 0 0 0 0 0 0
CPAR2_206110 15 8 16 63 54 36
CPAR2_206120 5 4 4 8 8 6
CPAR2_206130 8 7 4 11 20 12
CPAR2_206140 0 0 0 1 0 0
CPAR2_206150 0 0 0 1 0 0
CPAR2_206160 0 0 0 0 0 0
CPAR2_206170 0 0 0 0 0 0
CPAR2_206180 1 0 1 0 4 0
CPAR2_206190 1 3 5 12 12 4
CPAR2_206200 5 2 8 6 5 3
CPAR2_206210 0 0 0 0 0 1
CPAR2_206220 2 0 0 1 5 3
CPAR2_206230 0 1 1 2 0 0
CPAR2_206240 0 0 0 0 0 0
CPAR2_206250 177 137 206 20 48 27
CPAR2_206270 0 0 1 5 1 1
CPAR2_206280 0 0 2 1 1 1
CPAR2_206290 0 0 0 0 0 0
CPAR2_206300 3 3 4 10 11 12
CPAR2_206310 160 144 158 394 516 285
CPAR2_206320 0 0 2 0 0 1
CPAR2_206330 0 0 1 0 0 0
CPAR2_206340 2 5 0 1 1 1
CPAR2_206350 1 1 2 1 2 3
CPAR2_206360 0 1 0 0 0 0
CPAR2_206370 0 0 0 0 0 0
CPAR2_206380 0 1 0 0 2 1
CPAR2_206390 1 1 1 1 3 0
CPAR2_206400 0 0 0 0 2 1
CPAR2_206410 0 0 2 0 0 0
CPAR2_206420 0 0 0 0 0 0
CPAR2_206430 0 0 0 0 1 0
CPAR2_206440 6 5 6 0 2 1
CPAR2_206450 6 4 5 15 14 11
CPAR2_206460 0 1 0 0 0 0
CPAR2_206470 55 45 40 18 21 10
CPAR2_206480 0 0 0 1 2 1
CPAR2_206490 0 0 0 0 0 0
CPAR2_206500 0 0 0 0 0 0
CPAR2_206510 6 0 0 0 2 0
CPAR2_206520 21 33 33 30 45 50
CPAR2_206530 0 2 2 0 0 2
CPAR2_206540 2 2 3 3 0 1
CPAR2_206550 3 6 8 2 5 0
CPAR2_206560 0 0 0 0 0 0
CPAR2_206570 0 0 0 0 0 0
CPAR2_206580 0 0 0 0 0 0
CPAR2_206590 1 1 0 7 19 11
CPAR2_206600 3 3 0 15 10 5
CPAR2_206610 1 1 2 12 17 13
CPAR2_206620 1 2 2 1 2 0
CPAR2_206630 3 0 0 1 2 0
CPAR2_206640 0 5 2 21 22 26
CPAR2_206650 0 0 0 0 0 0
CPAR2_206660 0 0 0 0 0 0
CPAR2_206670 1 0 0 7 5 1
CPAR2_206680 0 0 0 0 0 0
CPAR2_206690 0 0 0 1 4 1
CPAR2_206700 0 0 0 0 0 2
CPAR2_206710 27 36 33 93 70 36
CPAR2_206720 10 10 11 1 15 5
CPAR2_206730 0 0 0 0 0 0
CPAR2_206740 4 2 0 2 4 0
CPAR2_206750 0 0 0 0 5 3
CPAR2_206760 0 0 0 0 0 0
CPAR2_206770 0 1 0 2 2 1
CPAR2_206780 0 0 0 0 0 0
CPAR2_206790 15 4 1 4 1 2
CPAR2_206800 0 0 0 0 0 0
CPAR2_206810 1 0 0 2 2 4
CPAR2_206820 2 2 1 8 5 2
CPAR2_206830 0 0 0 1 2 0
CPAR2_206840 0 0 1 0 0 1
CPAR2_206850 0 0 0 0 0 0
CPAR2_206860 2 3 4 4 23 11
CPAR2_206870 342 327 297 371 319 249
CPAR2_206880 2 1 0 0 0 0
CPAR2_206890 78 83 70 947 811 703
CPAR2_206900 0 1 0 1 1 5
CPAR2_206910 0 0 0 0 0 0
CPAR2_206920 0 0 0 0 0 0
CPAR2_206930 0 0 0 0 3 1
CPAR2_206940 0 0 0 0 0 0
CPAR2_206950 2 1 1 3 4 4
CPAR2_206960 0 0 1 2 4 3
CPAR2_206970 34 26 29 379 356 264
CPAR2_206980 0 0 0 3 2 2
CPAR2_206990 0 0 1 4 1 1
CPAR2_207000 0 0 0 0 5 0
CPAR2_207010 0 0 0 2 0 0
CPAR2_207020 0 0 1 12 11 4
CPAR2_207030 0 0 0 1 2 0
CPAR2_207040 0 0 0 0 0 0
CPAR2_207050 0 0 0 0 0 0
CPAR2_207060 0 0 0 0 0 0
CPAR2_207070 7 5 8 6 6 15
CPAR2_207080 0 0 1 3 1 0
CPAR2_207090 0 0 0 0 0 0
CPAR2_207100 0 1 0 0 1 0
CPAR2_207110 2 6 1 6 14 9
CPAR2_207120 0 0 0 0 0 0
CPAR2_207130 0 2 1 6 2 6
CPAR2_207140 1 0 1 12 16 11
CPAR2_207150 1 0 0 0 0 0
CPAR2_207160 1 0 0 1 1 0
CPAR2_207170 0 1 1 5 7 2
CPAR2_207180 0 1 0 0 2 1
CPAR2_207190 0 1 0 0 0 0
CPAR2_207200 1 2 1 2 4 0
CPAR2_207210 1 0 0 0 0 2
CPAR2_207220 2 0 2 4 3 3
CPAR2_207230 1 0 0 4 4 0
CPAR2_207240 0 1 0 1 1 1
CPAR2_207250 27 18 21 112 140 91
CPAR2_207260 1 4 4 4 3 6
CPAR2_207270 4 1 1 77 67 27
CPAR2_207280 0 0 3 7 6 6
CPAR2_207290 0 0 0 0 0 0
CPAR2_207300 1 2 0 0 0 0
CPAR2_207310 0 0 0 1 4 5
CPAR2_207320 0 0 0 0 1 0
CPAR2_207330 1 0 0 0 1 2
CPAR2_207340 1 0 0 3 3 2
CPAR2_207350 0 1 0 1 7 4
CPAR2_207360 0 0 0 3 3 0
CPAR2_207370 4 0 2 2 2 3
CPAR2_207380 0 0 0 1 0 1
CPAR2_207390 0 0 1 1 6 3
CPAR2_207400 228 231 174 317 461 333
CPAR2_207410 0 0 0 1 0 1
CPAR2_207420 0 0 0 1 2 1
CPAR2_207430 1 0 0 3 3 2
CPAR2_207440 3 1 0 0 2 0
CPAR2_207450 35 50 31 29 23 39
CPAR2_207460 1 0 0 0 0 0
CPAR2_207470 0 0 0 0 2 1
CPAR2_207480 0 0 0 4 2 0
CPAR2_207490 0 0 0 0 1 1
CPAR2_207500 70 55 62 174 140 100
CPAR2_207510 3 1 1 1 0 0
CPAR2_207520 0 0 0 1 2 3
CPAR2_207530 0 0 0 0 0 0
CPAR2_207540 66 75 71 552 550 454
CPAR2_207550 0 0 1 0 0 0
CPAR2_207560 10 17 10 8 16 14
CPAR2_207570 0 0 0 2 0 2
CPAR2_207580 0 0 0 0 1 1
CPAR2_207590 0 0 0 11 30 14
CPAR2_207600 7 7 4 12 10 5
CPAR2_207610 1 1 0 2 0 1
CPAR2_207620 1 0 2 0 1 1
CPAR2_207630 7 6 1 11 20 9
CPAR2_207640 0 0 0 1 0 0
CPAR2_207650 2 0 2 4 7 3
CPAR2_207660 0 0 0 0 0 1
CPAR2_207670 32 31 33 22 43 32
CPAR2_207680 0 0 1 40 26 6
CPAR2_207690 1 0 0 2 2 4
CPAR2_207700 0 0 0 0 0 0
CPAR2_207710 0 0 0 0 0 0
CPAR2_207720 0 0 0 0 0 0
CPAR2_207730 4 8 4 10 20 17
CPAR2_207740 0 0 0 0 0 0
CPAR2_207750 3 0 0 0 3 2
CPAR2_207760 1 2 0 0 0 3
CPAR2_207770 0 0 0 0 0 0
CPAR2_207780 0 0 0 2 5 3
CPAR2_207790 3 0 1 0 0 0
CPAR2_207800 0 0 1 2 2 1
CPAR2_207810 0 0 1 2 13 15
CPAR2_207820 0 0 0 6 5 2
CPAR2_207830 0 0 1 2 0 2
CPAR2_207840 1 0 0 17 5 5
CPAR2_207850 1 0 0 1 0 0
CPAR2_207860 0 1 1 0 1 2
CPAR2_207870 0 1 0 0 0 0
CPAR2_207880 0 1 1 61 50 32
CPAR2_207890 3 1 3 0 3 3
CPAR2_207900 0 0 0 5 7 4
CPAR2_207910 0 0 0 0 0 0
CPAR2_207920 10 3 4 1 3 5
CPAR2_207930 0 0 0 0 0 0
CPAR2_207940 0 0 0 0 1 1
CPAR2_207950 0 0 0 0 0 0
CPAR2_207960 0 2 0 0 0 1
CPAR2_207970 8 4 1 1 1 3
CPAR2_207980 5 2 3 4 10 6
CPAR2_207990 0 0 0 1 2 0
CPAR2_208000 0 1 0 0 2 0
CPAR2_208010 0 0 0 0 0 1
CPAR2_208020 0 1 0 1 0 0
CPAR2_208030 3 8 3 20 62 45
CPAR2_208040 64 58 53 151 140 89
CPAR2_208050 0 3 0 2 2 1
CPAR2_208060 2 1 5 0 3 0
CPAR2_208070 0 0 0 0 0 0
CPAR2_208080 49 47 49 898 1041 667
CPAR2_208090 0 0 0 1 1 0
CPAR2_208100 1 2 0 0 0 1
CPAR2_208110 6 4 7 1 5 1
CPAR2_208120 13 15 25 43 45 66
CPAR2_208130 9 13 10 195 217 121
CPAR2_208140 0 2 0 12 16 6
CPAR2_208150 0 0 1 2 5 5
CPAR2_208160 0 0 0 0 0 0
CPAR2_208190 0 0 0 0 0 0
CPAR2_208200 0 0 0 0 0 1
CPAR2_208210 8 21 10 5 12 7
CPAR2_208220 4 3 6 4 13 4
CPAR2_208230 1 0 0 0 1 1
CPAR2_208240 5 1 3 8 11 5
CPAR2_208250 0 0 1 1 0 0
CPAR2_208260 2 1 3 0 1 0
CPAR2_208270 0 0 1 5 4 1
CPAR2_208280 0 0 0 2 3 1
CPAR2_208290 0 0 0 6 3 1
CPAR2_208300 1 0 0 0 0 1
CPAR2_208310 1 0 0 0 0 0
CPAR2_208320 0 0 0 0 0 0
CPAR2_208330 3 3 0 10 9 2
CPAR2_208340 15 29 21 21 50 41
CPAR2_208350 253 342 352 345 492 409
CPAR2_208360 3 1 0 1 0 0
CPAR2_208370 0 0 1 2 7 2
CPAR2_208380 0 0 0 1 0 0
CPAR2_208390 0 1 3 32 34 29
CPAR2_208400 0 0 0 0 0 0
CPAR2_208410 0 0 0 0 0 0
CPAR2_208420 3 3 3 39 32 37
CPAR2_208430 0 0 0 0 0 0
CPAR2_208440 0 1 1 5 6 3
CPAR2_208450 0 0 0 0 0 0
CPAR2_208460 0 0 0 2 6 4
CPAR2_208470 0 0 0 0 0 0
CPAR2_208480 0 0 0 0 0 0
CPAR2_208490 0 0 0 1 1 3
CPAR2_208500 0 0 0 0 0 1
CPAR2_208510 1 0 0 19 14 10
CPAR2_208520 0 0 0 0 1 0
CPAR2_208530 19 15 19 141 194 140
CPAR2_208540 0 0 0 0 1 0
CPAR2_208550 0 0 1 0 0 1
CPAR2_208560 1 0 0 1 0 2
CPAR2_208570 0 0 0 1 1 1
CPAR2_208580 0 1 3 158 156 76
CPAR2_208590 0 0 0 0 4 2
CPAR2_208600 0 0 0 0 0 1
CPAR2_208610 0 0 0 0 0 0
CPAR2_208620 0 0 0 0 0 0
CPAR2_208630 0 0 1 0 0 0
CPAR2_208640 1 3 2 10 13 3
CPAR2_208650 0 0 0 0 0 0
CPAR2_208660 0 0 0 0 0 0
CPAR2_208670 8 13 5 44 62 40
CPAR2_208680 0 0 0 6 6 6
CPAR2_208690 0 2 0 3 3 0
CPAR2_208700 0 2 1 2 1 2
CPAR2_208710 39 31 41 25 21 15
CPAR2_208720 11 14 17 11 8 16
CPAR2_208730 1 0 1 0 1 1
CPAR2_208740 0 0 0 1 0 0
CPAR2_208750 0 4 2 24 27 33
CPAR2_208760 0 0 0 0 0 0
CPAR2_208770 14 19 32 50 92 52
CPAR2_208780 0 3 0 0 2 2
CPAR2_208790 0 0 0 3 9 4
CPAR2_208800 1 0 2 2 0 1
CPAR2_208810 2 0 0 1 1 0
CPAR2_208820 0 0 0 0 0 0
CPAR2_208830 0 0 0 0 0 0
CPAR2_208840 0 1 0 0 0 0
CPAR2_208850 0 0 0 0 0 0
CPAR2_208860 4 3 2 57 87 70
CPAR2_208870 2 0 0 4 4 3
CPAR2_208880 0 0 0 0 0 0
CPAR2_208890 2 5 3 4 6 8
CPAR2_208900 1 0 1 17 16 8
CPAR2_208910 0 0 0 0 0 0
CPAR2_208920 0 0 0 5 6 12
CPAR2_208930 0 0 0 0 0 0
CPAR2_208940 0 2 0 0 0 0
CPAR2_208950 1 1 0 1 6 1
CPAR2_208960 0 0 0 0 0 0
CPAR2_208970 0 0 1 4 6 1
CPAR2_208980 0 0 0 5 3 1
CPAR2_208990 1 0 1 4 0 0
CPAR2_209000 0 0 0 0 2 1
CPAR2_209010 0 1 2 1 0 0
CPAR2_209020 0 0 0 3 1 1
CPAR2_209030 0 1 2 5 6 3
CPAR2_209040 1 1 1 5 6 4
CPAR2_209050 3 0 3 149 192 136
CPAR2_209060 0 0 0 5 2 3
CPAR2_209070 0 0 3 1 1 0
CPAR2_209080 1 0 0 1 0 0
CPAR2_209090 1 0 2 2 1 2
CPAR2_209100 2 9 6 9 9 8
CPAR2_209110 0 2 0 0 2 2
CPAR2_209120 5 10 13 20 25 29
CPAR2_209130 0 0 0 0 0 0
CPAR2_209140 6 8 15 4 5 2
CPAR2_209150 4 5 10 1 4 5
CPAR2_209160 0 1 0 0 3 0
CPAR2_209170 1 0 0 1 0 0
CPAR2_209180 0 0 0 1 2 3
CPAR2_209190 0 0 0 1 0 0
CPAR2_209200 1 0 0 0 0 0
CPAR2_209210 0 0 0 0 0 0
CPAR2_209220 0 0 0 0 0 0
CPAR2_209230 0 0 0 0 0 0
CPAR2_209240 0 0 0 0 0 4
CPAR2_209250 1 0 1 1 0 1
CPAR2_209260 0 0 0 0 0 0
CPAR2_209270 0 0 0 0 0 0
CPAR2_209280 0 0 0 0 0 0
